mean,standard_deviation,entropy,skewness,kurtosis,energy,contrast,class
81.1654,91.38836419099897,5.375237400901054,0.618451974963534,-1.1448512826798891,0.4000727523999707,611.139172259508,N
48.8965,63.869201837079096,5.174023528840464,1.2397279311804923,0.7486408147000301,0.3904070975023387,630.7724161073829,N
38.269777777777776,52.85144293158529,4.280407777110269,1.5715802405562205,2.9374708789039454,0.4889969943007998,802.2024161073837,N
6.6972,25.554223415753057,1.5271771400380736,6.250419641372061,48.11771391853682,0.8353678930872593,216.91255033557104,N
21.38128888888889,39.25858061770117,4.539357908411713,3.119540157532157,11.945213687040921,0.4261361693529004,333.54762863534677,N
100.95175555555555,73.3696066745945,6.338337045822939,-0.2335475875470399,-1.1754081162958439,0.1945065760952003,866.2395525727071,N
53.338588888888886,63.60468494107339,5.1741150556657844,1.2082723040478538,1.2917327623508639,0.36429929501360825,819.3645861297543,N
30.063366666666667,50.81177309114068,3.7373225687452702,1.8316731299231699,3.1916311839233042,0.5891186181599423,373.09451901565967,N
38.64121111111111,52.26428899226061,4.138461606962104,1.0312865558323918,0.257571805007764,0.5085784768342831,486.0035011185689,N
37.84012222222222,53.90657602831196,4.760908147787952,1.9183343862397797,4.089801994116746,0.4127577925709444,770.3865771812085,N
23.481577777777776,42.56563578182077,4.072654651119307,2.436962165685362,6.425421973499983,0.528459374625099,480.3391498881437,N
61.54714444444444,79.743835565733,4.71424429912054,0.8625109092963167,-0.7393672009345247,0.4860946427050942,981.340402684566,N
26.55976666666667,43.6882234977574,4.418840557917012,2.3551823411548956,6.770581022610262,0.49223585644957696,267.6901565995528,N
33.829033333333335,61.22078208654121,3.562496880557092,1.7082758089856458,1.7580518961195164,0.6119566582252595,743.0310961968695,N
21.419633333333334,39.21301239638303,4.36779834353404,3.1313461930239574,12.173992775095236,0.4639283711059379,362.1194407158837,N
26.859144444444443,49.70321310585267,2.725879508662244,1.5701642556335365,1.1616050721973972,0.7209912023403826,199.30812080536958,N
39.231,59.9275831047588,4.483693734464571,1.9032551362665042,3.398801163703495,0.4916274101109569,956.0880984340066,N
51.717077777777774,56.35153305135886,5.011772877467761,0.6997172254519166,-0.2547064543191633,0.4147905793676124,425.084272930649,N
41.75822222222222,57.700352484534285,4.476346250308434,1.426833849847684,1.8459530998574234,0.4977771495825901,598.1356152125287,N
41.75822222222222,57.700352484534285,4.476346250308434,1.426833849847684,1.8459530998574234,0.4977771495825901,598.1356152125287,N
